folder,set_uuid,uuid,stime,pos,frame,ch,slice,time,posname,x,y,z,framename,chname,slicename
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,c4bfac1a-fbf2-454a-b891-1627714b9c4f,2014-12-19 19:41:02 -0800,18,0,0,0,117889,1-Pos_005_001,-324.03399999999965,-2534.206,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,8d75b643-f397-4c2e-a2ac-1e00e1f82577,2014-12-19 19:41:02 -0800,18,0,1,0,119935,1-Pos_005_001,-324.03399999999965,-2534.206,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,a88f0f6d-bd89-4d70-8693-b588778f3d9d,2014-12-19 19:41:02 -0800,18,0,2,0,121695,1-Pos_005_001,-324.03399999999965,-2534.206,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,68058a44-9d6c-4a04-8fa0-2589de914fbd,2014-12-19 19:41:02 -0800,18,0,3,0,122554,1-Pos_005_001,-324.03399999999965,-2534.206,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,ca845ff7-1d4e-4ecb-8852-e0a4a38a4b0a,2014-12-19 19:41:08 -0800,19,0,0,0,124399,1-Pos_004_001,-887.2019999999998,-2534.206,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,946b5e5d-a88f-4f58-b3d1-ae03eed6ed30,2014-12-19 19:41:08 -0800,19,0,1,0,126440,1-Pos_004_001,-887.2019999999998,-2534.206,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,70385330-32d0-4ce8-b71f-31a6294f2b90,2014-12-19 19:41:08 -0800,19,0,2,0,128208,1-Pos_004_001,-887.2019999999998,-2534.206,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,63ffbe21-0768-4cff-a388-7230dd2a34c2,2014-12-19 19:41:08 -0800,19,0,3,0,129050,1-Pos_004_001,-887.2019999999998,-2534.206,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,d1af34c1-94f9-4b97-a9bd-7852fdfa1e6d,2014-12-19 19:41:15 -0800,20,0,0,0,130891,1-Pos_003_001,-1450.37,-2534.206,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,351d9920-d75c-4549-a58c-2d9981ac7394,2014-12-19 19:41:15 -0800,20,0,1,0,132909,1-Pos_003_001,-1450.37,-2534.206,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,9c6da490-2b26-48d0-b8cb-8344d93fb869,2014-12-19 19:41:15 -0800,20,0,2,0,134650,1-Pos_003_001,-1450.37,-2534.206,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,9e5384c0-dd21-4b57-8c44-533e4ca80040,2014-12-19 19:41:15 -0800,20,0,3,0,135492,1-Pos_003_001,-1450.37,-2534.206,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,084496d0-bf06-485d-ae4b-679b18a001ae,2014-12-19 19:41:21 -0800,21,0,0,0,137325,1-Pos_002_001,-2013.5379999999998,-2534.206,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,451eda28-bff4-4a51-a5f5-562cbf4c2ce2,2014-12-19 19:41:21 -0800,21,0,1,0,139346,1-Pos_002_001,-2013.5379999999998,-2534.206,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,8a0d6f09-5216-4ea1-b3dc-f8c916dc2ba6,2014-12-19 19:41:21 -0800,21,0,2,0,141112,1-Pos_002_001,-2013.5379999999998,-2534.206,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,7b238efc-ac91-4f20-996b-0a8fcbf2644e,2014-12-19 19:41:21 -0800,21,0,3,0,141966,1-Pos_002_001,-2013.5379999999998,-2534.206,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,b9775474-3b29-4095-9da9-f64e4ba05e9a,2014-12-19 19:41:28 -0800,22,0,0,0,143814,1-Pos_001_001,-2576.7059999999997,-2534.206,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,b289beaa-9dbd-470c-b611-73cab597476a,2014-12-19 19:41:28 -0800,22,0,1,0,145852,1-Pos_001_001,-2576.7059999999997,-2534.206,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,71b34393-795a-4993-9862-41e8afa2e574,2014-12-19 19:41:28 -0800,22,0,2,0,147578,1-Pos_001_001,-2576.7059999999997,-2534.206,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,8c3d7539-80e1-435b-9805-93f280d024e0,2014-12-19 19:41:28 -0800,22,0,3,0,148417,1-Pos_001_001,-2576.7059999999997,-2534.206,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,d196cf64-4efc-41d2-b55c-5afca1a9c707,2014-12-19 19:41:34 -0800,23,0,0,0,150280,1-Pos_000_001,-3139.874,-2534.206,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,1497ae2a-e154-4a19-b7ac-84c4e73208c7,2014-12-19 19:41:34 -0800,23,0,1,0,152297,1-Pos_000_001,-3139.874,-2534.206,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,e37abd03-d6fe-43f5-a5cf-17c567c7d835,2014-12-19 19:41:34 -0800,23,0,2,0,154033,1-Pos_000_001,-3139.874,-2534.206,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,a6397c3b-aba9-4fd4-aef3-d5c052e9a6fb,2014-12-19 19:41:34 -0800,23,0,3,0,154874,1-Pos_000_001,-3139.874,-2534.206,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,d5075109-4c02-4b27-8bfd-80d658f9763f,2014-12-19 19:41:41 -0800,24,0,0,0,156734,1-Pos_000_002,-3139.874,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,c147d1dc-50d8-4070-8790-d95109336549,2014-12-19 19:41:41 -0800,24,0,1,0,158760,1-Pos_000_002,-3139.874,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,69bdd387-fdce-4fcb-9234-0153cf6b9727,2014-12-19 19:41:41 -0800,24,0,2,0,160498,1-Pos_000_002,-3139.874,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,8ee9ef65-f2e2-4c59-bc17-87f6322d3015,2014-12-19 19:41:41 -0800,24,0,3,0,161346,1-Pos_000_002,-3139.874,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,2e4fd8aa-ca1f-4dcd-bb03-d0897f0146ba,2014-12-19 19:41:47 -0800,25,0,0,0,163180,1-Pos_001_002,-2576.7059999999997,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,fbcfa1f6-018b-4aee-8415-a129f8e7038d,2014-12-19 19:41:47 -0800,25,0,1,0,165197,1-Pos_001_002,-2576.7059999999997,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,a0d8dc12-af8b-4ca5-a9f8-d942d98af276,2014-12-19 19:41:47 -0800,25,0,2,0,166940,1-Pos_001_002,-2576.7059999999997,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,d5bbcd33-8baf-4bfa-99e7-8607bdb016fe,2014-12-19 19:41:47 -0800,25,0,3,0,167782,1-Pos_001_002,-2576.7059999999997,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,2d885416-8c91-4e92-bd3e-954da7d099a8,2014-12-19 19:41:54 -0800,26,0,0,0,169623,1-Pos_002_002,-2013.5379999999998,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,d43bb779-951b-4f9e-ba19-629c659d09ff,2014-12-19 19:41:54 -0800,26,0,1,0,171657,1-Pos_002_002,-2013.5379999999998,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,15ab0ed9-d0da-4160-b263-bde52c73f622,2014-12-19 19:41:54 -0800,26,0,2,0,173423,1-Pos_002_002,-2013.5379999999998,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,84dd2aa6-dc40-4679-ba3e-0bb5450b6d7b,2014-12-19 19:41:54 -0800,26,0,3,0,174262,1-Pos_002_002,-2013.5379999999998,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,dc7bf4a8-47c5-40d7-91d7-9339fbbac527,2014-12-19 19:42:00 -0800,27,0,0,0,176091,1-Pos_003_002,-1450.37,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,b85080f9-6c5d-4711-a6a5-16e56e9167c7,2014-12-19 19:42:00 -0800,27,0,1,0,178113,1-Pos_003_002,-1450.37,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,57f07e43-ab5b-434d-9c72-0a7b9444c9ad,2014-12-19 19:42:00 -0800,27,0,2,0,179870,1-Pos_003_002,-1450.37,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,7e8a312f-e3d9-4065-9082-35e1125b9e88,2014-12-19 19:42:00 -0800,27,0,3,0,180713,1-Pos_003_002,-1450.37,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,6b0269a8-473a-48dc-ad36-f681dd991923,2014-12-19 19:42:07 -0800,28,0,0,0,182559,1-Pos_004_002,-887.2019999999998,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,2cd3f058-b3c4-45f6-b3dc-33719288c1b4,2014-12-19 19:42:07 -0800,28,0,1,0,184578,1-Pos_004_002,-887.2019999999998,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,66867f76-8fb3-4ddd-8921-1b0354a370d6,2014-12-19 19:42:07 -0800,28,0,2,0,186308,1-Pos_004_002,-887.2019999999998,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,18914ecd-135c-4052-805e-4f821584dd11,2014-12-19 19:42:07 -0800,28,0,3,0,187151,1-Pos_004_002,-887.2019999999998,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,daa75951-308a-41a8-8145-c0ad453ad257,2014-12-19 19:42:13 -0800,29,0,0,0,189000,1-Pos_005_002,-324.03399999999965,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,da015c0c-3e9f-4997-a8cb-22f006d2c7ef,2014-12-19 19:42:13 -0800,29,0,1,0,191017,1-Pos_005_002,-324.03399999999965,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,3297c1df-ef19-4f1e-bf90-3b953a8c1e9a,2014-12-19 19:42:13 -0800,29,0,2,0,192739,1-Pos_005_002,-324.03399999999965,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,f3c8c719-5153-442d-b8d6-93c8d987b6f5,2014-12-19 19:42:13 -0800,29,0,3,0,193830,1-Pos_005_002,-324.03399999999965,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,7d7f8ce8-42d1-48f3-bf7a-8a5dbfe01fba,2014-12-19 19:42:20 -0800,30,0,0,0,195654,1-Pos_006_002,239.13400000000001,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,05869a62-cd14-4719-a125-0b444ff7aab7,2014-12-19 19:42:20 -0800,30,0,1,0,197681,1-Pos_006_002,239.13400000000001,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,d973963d-6c5a-45b3-adbc-fd54a2c1de56,2014-12-19 19:42:20 -0800,30,0,2,0,199440,1-Pos_006_002,239.13400000000001,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,700b4e3f-a84f-482a-b7b0-5fd6816eb2d2,2014-12-19 19:42:20 -0800,30,0,3,0,200282,1-Pos_006_002,239.13400000000001,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,d469cc4a-32ea-4d73-8ea0-78e1bc49f3e4,2014-12-19 19:42:26 -0800,31,0,0,0,202105,1-Pos_007_002,802.3020000000001,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,aa1cfcab-cde0-4a69-80b1-238d84e8227f,2014-12-19 19:42:26 -0800,31,0,1,0,204129,1-Pos_007_002,802.3020000000001,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,7f1aadef-56af-454f-971e-93b8d98184e7,2014-12-19 19:42:26 -0800,31,0,2,0,205872,1-Pos_007_002,802.3020000000001,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,3a5603e9-3b56-4347-a1c4-d6499fb4a47c,2014-12-19 19:42:26 -0800,31,0,3,0,206714,1-Pos_007_002,802.3020000000001,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,f8fedf4a-67b5-4511-bf2e-875540d65cb7,2014-12-19 19:42:33 -0800,32,0,0,0,208559,1-Pos_008_002,1365.4700000000003,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,2684b237-a441-454d-82c9-9b3272c1153a,2014-12-19 19:42:33 -0800,32,0,1,0,210589,1-Pos_008_002,1365.4700000000003,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,ef529b5a-816b-4942-861a-545991fae509,2014-12-19 19:42:33 -0800,32,0,2,0,212333,1-Pos_008_002,1365.4700000000003,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,72c31311-c215-4519-981e-e057565d09e6,2014-12-19 19:42:33 -0800,32,0,3,0,213234,1-Pos_008_002,1365.4700000000003,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,b8306369-ec46-44e0-a603-12d679a83abd,2014-12-19 19:42:39 -0800,33,0,0,0,215059,1-Pos_009_002,1928.638,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,80e42954-2e30-4aa4-908c-be0a5df3b987,2014-12-19 19:42:39 -0800,33,0,1,0,217100,1-Pos_009_002,1928.638,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,8bdbbe1c-f008-4ddd-b331-bcb082423a41,2014-12-19 19:42:39 -0800,33,0,2,0,218849,1-Pos_009_002,1928.638,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,57078c94-d1da-4898-a18f-f95e3ebac285,2014-12-19 19:42:39 -0800,33,0,3,0,219702,1-Pos_009_002,1928.638,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,cc9d8ede-7027-4757-8310-4df2a211b1c6,2014-12-19 19:42:45 -0800,34,0,0,0,221527,1-Pos_010_002,2491.8060000000005,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,c3962e1d-860b-4c9f-b6b5-3cfb947c6dbc,2014-12-19 19:42:45 -0800,34,0,1,0,223551,1-Pos_010_002,2491.8060000000005,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,c715bcbd-0b74-4ab7-ac34-26b988f586e2,2014-12-19 19:42:45 -0800,34,0,2,0,225296,1-Pos_010_002,2491.8060000000005,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,0541b6ab-8a6e-47ad-a266-3d420d3cece1,2014-12-19 19:42:45 -0800,34,0,3,0,226143,1-Pos_010_002,2491.8060000000005,-1971.0380000000002,0,,561tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,8546fd7a-c05f-4c38-8cbc-7627e58f3bee,2014-12-19 19:42:52 -0800,35,0,0,0,227990,1-Pos_011_002,3054.974,-1971.0380000000002,0,,dia,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,d7037b7e-8a94-479b-82d8-7a9171998649,2014-12-19 19:42:52 -0800,35,0,1,0,230023,1-Pos_011_002,3054.974,-1971.0380000000002,0,,RICM,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,47083ac7-f04f-4ce5-8984-8f072a576a84,2014-12-19 19:42:52 -0800,35,0,2,0,231760,1-Pos_011_002,3054.974,-1971.0380000000002,0,,488tirf_100x,
/Volumes/GrovesNAS2/Hiro/Scope7/2014/20141219 T cells on pattern LAT-EGFP unsorted/06 FC4 fixed/cells_4ch_more_1,f1af83d9-0965-451f-a642-eb1987ccf7fe,ba649f76-63ec-445b-a928-5915d0651adf,2014-12-19 19:42:52 -0800,35,0,3,0,232606,1-Pos_011_002,3054.974,-1971.0380000000002,0,,561tirf_100x,
